StartTime,Total Up,Total Down,Total_Count,EndTime,Duration
"StartTime:07-08-2024 01:21:10
","Total Up:2
","Total Down:6
","Total_Count:[0]
","End Time:07-08-2024 01:22:03
","Duration: 0:00:53.263025
"
